transaction_id,customer_id,transaction_type,merchant_category,amount,transaction_date
TXN_001099,CUST_0026,Dining,Cafe,94.29,2024-12-10
TXN_001100,CUST_0026,Grocery,Wholesale Club,39.44,2024-11-12
TXN_001101,CUST_0026,Grocery,Wholesale Club,2932.18,2024-12-24
TXN_001102,CUST_0026,Grocery,Organic Store,4640.96,2024-02-24
TXN_001103,CUST_0026,Shopping,Baby Store,3036.76,2024-05-24
TXN_001104,CUST_0026,Entertainment,Movie Theater,1981.62,2024-12-04
TXN_001105,CUST_0026,Travel,Car Rental,1914.95,2024-07-19
TXN_001106,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-01-06
TXN_001107,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-02-01
TXN_001108,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-03-03
TXN_001109,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-04-05
TXN_001110,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-05-05
TXN_001111,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-06-04
TXN_001112,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-07-01
TXN_001113,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-07-29
TXN_001114,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-09-01
TXN_001115,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-10-01
TXN_001116,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-10-28
TXN_001117,CUST_0027,Salary Credit,Employer Direct Deposit,9548.69,2024-11-26
TXN_001118,CUST_0027,Travel,Airlines,3273.84,2024-10-07
TXN_001119,CUST_0027,Grocery,Organic Store,1058.16,2024-06-25
TXN_001120,CUST_0027,Investment,SIP Investment,8588.86,2024-03-13
TXN_001121,CUST_0027,EMI,Home Loan EMI,2586.87,2024-04-09
TXN_001122,CUST_0027,Grocery,Supermarket,3358.18,2024-10-17
TXN_001123,CUST_0027,Travel,International Travel,4487.38,2024-05-28
TXN_001124,CUST_0027,Grocery,Organic Store,500.03,2024-10-24
TXN_001125,CUST_0027,Entertainment,Movie Theater,1792.12,2024-12-09
TXN_001126,CUST_0027,Investment,Mutual Fund SIP,1163.18,2024-04-09
TXN_001127,CUST_0027,Utility Bill,Phone,2258.72,2024-11-11
TXN_001128,CUST_0027,Shopping,Online Marketplace,770.45,2024-10-17
TXN_001129,CUST_0027,Utility Bill,Internet,4793.71,2024-03-27
TXN_001130,CUST_0027,Travel,Travel Agency,1927.9,2024-11-24
TXN_001131,CUST_0027,Dining,Cafe,4202.15,2024-03-09
TXN_001132,CUST_0027,Utility Bill,Phone,2319.61,2024-07-02
TXN_001133,CUST_0027,Shopping,Home Decor,2762.84,2024-03-30
TXN_001134,CUST_0027,Grocery,Organic Store,4294.98,2024-03-12
TXN_001135,CUST_0027,Rent,Apartment Rent,3659.01,2024-02-09
TXN_001136,CUST_0027,Grocery,Supermarket,4249.44,2024-11-19
TXN_001137,CUST_0027,Travel,International Travel,6199.76,2024-04-18
TXN_001138,CUST_0027,Travel,International Travel,7173.09,2024-10-03
TXN_001139,CUST_0027,Entertainment,Gaming,3878.23,2024-07-06
TXN_001140,CUST_0027,Dining,Restaurant,4458.27,2024-10-28
TXN_001141,CUST_0027,Shopping,Fashion,2328.86,2024-09-18
TXN_001142,CUST_0027,Grocery,Organic Store,1825.69,2024-01-06
TXN_001143,CUST_0027,Investment,Stock Brokerage,1833.52,2024-03-22
TXN_001144,CUST_0027,EMI,Personal Loan EMI,2148.53,2024-03-15
TXN_001145,CUST_0027,Entertainment,Movie Theater,211.69,2024-09-06
TXN_001146,CUST_0027,Investment,Mutual Fund SIP,2723.18,2024-12-08
TXN_001147,CUST_0027,Investment,Fixed Deposit,9220.07,2024-01-24
TXN_001148,CUST_0027,Travel,Travel Agency,7753.84,2024-11-20
TXN_001149,CUST_0027,Shopping,Baby Store,2897.37,2024-10-18
TXN_001150,CUST_0027,EMI,Car Loan EMI,1413.24,2024-11-30
TXN_001151,CUST_0027,Grocery,Wholesale Club,1265.42,2024-04-24
TXN_001152,CUST_0027,Rent,Office Rent,3603.16,2024-09-06
TXN_001153,CUST_0027,Entertainment,Gaming,42.92,2024-03-12
TXN_001154,CUST_0027,Entertainment,Streaming Service,1157.65,2024-09-20
TXN_001155,CUST_0027,Shopping,Fashion,759.7,2024-03-21
TXN_001156,CUST_0027,Utility Bill,Electricity,3308.94,2024-07-31
TXN_001157,CUST_0027,Utility Bill,Electricity,2412.77,2024-09-02
TXN_001158,CUST_0028,Salary Credit,Employer Direct Deposit,4934.96,2024-01-04
TXN_001159,CUST_0028,Salary Credit,Employer Direct Deposit,4934.96,2024-01-31
TXN_001160,CUST_0028,Salary Credit,Employer Direct Deposit,4934.96,2024-03-02
TXN_001161,CUST_0028,Salary Credit,Employer Direct Deposit,4934.96,2024-03-31
TXN_001162,CUST_0028,Salary Credit,Employer Direct Deposit,4934.96,2024-05-01
TXN_001163,CUST_0028,Salary Credit,Employer Direct Deposit,4934.96,2024-06-03
TXN_001164,CUST_0028,Salary Credit,Employer Direct Deposit,6798.92,2024-06-30
TXN_001165,CUST_0028,Salary Credit,Employer Direct Deposit,6853.98,2024-07-29
TXN_001166,CUST_0028,Salary Credit,Employer Direct Deposit,7240.77,2024-08-29
TXN_001167,CUST_0028,Salary Credit,Employer Direct Deposit,6004.73,2024-09-29
TXN_001168,CUST_0028,Salary Credit,Employer Direct Deposit,7287.62,2024-10-31
TXN_001169,CUST_0028,Salary Credit,Employer Direct Deposit,7340.61,2024-11-30
TXN_001170,CUST_0028,Travel,Travel Agency,1889.43,2024-11-06
TXN_001171,CUST_0028,Entertainment,Movie Theater,861.13,2024-07-29
TXN_001172,CUST_0028,EMI,Personal Loan EMI,954.71,2024-12-03
TXN_001173,CUST_0028,Rent,Office Rent,3056.77,2024-08-20
TXN_001174,CUST_0028,Grocery,Supermarket,1897.27,2024-03-08
TXN_001175,CUST_0028,Grocery,Supermarket,1019.72,2024-09-15
TXN_001176,CUST_0028,Dining,Restaurant,3031.5,2024-03-31
TXN_001177,CUST_0028,Entertainment,Gaming,3003.07,2024-09-29
TXN_001178,CUST_0028,Rent,Apartment Rent,2978.18,2024-11-04
TXN_001179,CUST_0028,Rent,Apartment Rent,3324.61,2024-11-28
TXN_001180,CUST_0028,Dining,Food Delivery,2109.21,2024-01-23
TXN_001181,CUST_0028,Rent,Office Rent,3406.9,2024-07-14
TXN_001182,CUST_0028,Utility Bill,Electricity,2133.19,2024-05-10
TXN_001183,CUST_0028,Entertainment,Streaming Service,4551.33,2024-02-12
TXN_001184,CUST_0028,Shopping,Online Marketplace,4385.06,2024-07-28
TXN_001185,CUST_0028,Shopping,Fashion,37.29,2024-01-04
TXN_001186,CUST_0028,Rent,Apartment Rent,2125.09,2024-04-15
TXN_001187,CUST_0028,Utility Bill,Phone,1817.73,2024-03-20
TXN_001188,CUST_0028,Dining,Food Delivery,2931.0,2024-05-13
TXN_001189,CUST_0028,Rent,Office Rent,2835.64,2024-12-14
TXN_001190,CUST_0028,Dining,Restaurant,2072.01,2024-10-12
TXN_001191,CUST_0028,Entertainment,Streaming Service,1857.36,2024-10-11
TXN_001192,CUST_0028,Entertainment,Movie Theater,4942.66,2024-10-22
TXN_001193,CUST_0028,Utility Bill,Phone,3681.55,2024-12-03
TXN_001194,CUST_0028,Grocery,Wholesale Club,1156.56,2024-12-24
TXN_001195,CUST_0028,EMI,Home Loan EMI,1501.4,2024-06-22
TXN_001196,CUST_0028,Rent,Apartment Rent,3893.71,2024-01-03
TXN_001197,CUST_0028,Grocery,Supermarket,2363.63,2024-11-03
TXN_001198,CUST_0028,Dining,Restaurant,329.76,2024-04-23
TXN_001199,CUST_0028,Utility Bill,Electricity,3049.05,2024-07-15
TXN_001200,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-01-06
TXN_001201,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-02-04
TXN_001202,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-03-01
TXN_001203,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-04-01
TXN_001204,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-05-05
TXN_001205,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-06-02
TXN_001206,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-07-02
TXN_001207,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-07-29
TXN_001208,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-08-29
TXN_001209,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-10-02
TXN_001210,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-10-31
TXN_001211,CUST_0029,Salary Credit,Employer Direct Deposit,9252.07,2024-11-28
TXN_001212,CUST_0029,Investment,Mutual Fund SIP,5350.2,2024-12-23
TXN_001213,CUST_0029,Investment,Stock Brokerage,3917.53,2024-12-01
TXN_001214,CUST_0029,Travel,Hotels,2352.31,2024-07-23
TXN_001215,CUST_0029,Utility Bill,Phone,2033.2,2024-04-12
TXN_001216,CUST_0029,Rent,Apartment Rent,1205.85,2024-02-16
TXN_001217,CUST_0029,Rent,Office Rent,2677.34,2024-10-25
TXN_001218,CUST_0029,Utility Bill,Internet,4816.81,2024-05-21
TXN_001219,CUST_0029,Investment,Stock Brokerage,4337.59,2024-01-03
TXN_001220,CUST_0029,Shopping,Fashion,2041.6,2024-02-24
TXN_001221,CUST_0029,Rent,Apartment Rent,2019.9,2024-02-29
TXN_001222,CUST_0029,Rent,Office Rent,3439.44,2024-10-21
TXN_001223,CUST_0029,Shopping,Home Decor,4830.62,2024-10-15
TXN_001224,CUST_0029,Entertainment,Streaming Service,3789.79,2024-08-22
TXN_001225,CUST_0029,Entertainment,Gaming,4311.5,2024-09-03
TXN_001226,CUST_0029,Grocery,Organic Store,347.1,2024-11-20
TXN_001227,CUST_0029,Investment,Stock Brokerage,4418.05,2024-06-29
TXN_001228,CUST_0029,Rent,Apartment Rent,1790.05,2024-05-27
TXN_001229,CUST_0029,Grocery,Organic Store,3371.75,2024-06-24
TXN_001230,CUST_0029,Grocery,Wholesale Club,4657.67,2024-08-31
TXN_001231,CUST_0029,Utility Bill,Internet,1100.65,2024-10-20
TXN_001232,CUST_0029,Shopping,Fashion,4736.12,2024-12-15
TXN_001233,CUST_0029,Investment,SIP Investment,2731.18,2024-05-03
TXN_001234,CUST_0029,Shopping,Fashion,1153.75,2024-05-07
TXN_001235,CUST_0029,Utility Bill,Water,3896.9,2024-03-02
TXN_001236,CUST_0029,Grocery,Wholesale Club,4779.34,2024-09-09
TXN_001237,CUST_0029,Travel,International Travel,6814.48,2024-07-09
TXN_001238,CUST_0029,Utility Bill,Phone,4491.62,2024-10-21
TXN_001239,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-01-05
TXN_001240,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-02-02
TXN_001241,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-03-04
TXN_001242,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-04-01
TXN_001243,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-05-04
TXN_001244,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-05-31
TXN_001245,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-06-29
TXN_001246,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-08-02
TXN_001247,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-08-31
TXN_001248,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-09-30
TXN_001249,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-10-31
TXN_001250,CUST_0030,Salary Credit,Employer Direct Deposit,14812.74,2024-11-26
TXN_001251,CUST_0030,Rent,Office Rent,3059.02,2024-03-30
TXN_001252,CUST_0030,Entertainment,Streaming Service,3494.24,2024-08-23
TXN_001253,CUST_0030,Utility Bill,Electricity,68.98,2024-04-17
TXN_001254,CUST_0030,Dining,Food Delivery,512.73,2024-07-04
TXN_001255,CUST_0030,Shopping,Fashion,2747.33,2024-05-01
TXN_001256,CUST_0030,Shopping,Home Decor,4793.05,2024-06-24
TXN_001257,CUST_0030,Utility Bill,Water,2498.86,2024-04-17
TXN_001258,CUST_0030,Dining,Food Delivery,3763.46,2024-07-05
TXN_001259,CUST_0030,Dining,Cafe,2259.14,2024-10-19
TXN_001260,CUST_0030,EMI,Personal Loan EMI,2535.48,2024-05-18
TXN_001261,CUST_0030,Investment,SIP Investment,2362.6,2024-03-17
TXN_001262,CUST_0030,Entertainment,Streaming Service,891.27,2024-09-12
TXN_001263,CUST_0030,EMI,Personal Loan EMI,2301.4,2024-09-06
TXN_001264,CUST_0030,Shopping,Baby Store,2815.07,2024-10-17
TXN_001265,CUST_0030,Travel,Car Rental,1474.07,2024-04-20
TXN_001266,CUST_0030,Shopping,Home Decor,4196.47,2024-02-19
TXN_001267,CUST_0030,Entertainment,Gaming,1679.94,2024-07-03
TXN_001268,CUST_0030,Utility Bill,Internet,1727.26,2024-07-29
TXN_001269,CUST_0030,Grocery,Organic Store,4338.17,2024-11-06
TXN_001270,CUST_0030,Investment,Stock Brokerage,3203.78,2024-06-15
TXN_001271,CUST_0030,Rent,Office Rent,2340.79,2024-02-10
TXN_001272,CUST_0030,Dining,Food Delivery,1439.75,2024-11-19
TXN_001273,CUST_0030,EMI,Home Loan EMI,2821.42,2024-08-03
TXN_001274,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-01-01
TXN_001275,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-01-31
TXN_001276,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-03-02
TXN_001277,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-04-02
TXN_001278,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-05-01
TXN_001279,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-06-01
TXN_001280,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-07-01
TXN_001281,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-08-03
TXN_001282,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-08-30
TXN_001283,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-10-02
TXN_001284,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-10-29
TXN_001285,CUST_0031,Salary Credit,Employer Direct Deposit,7857.27,2024-11-30
TXN_001286,CUST_0031,Dining,Cafe,4439.58,2024-07-04
TXN_001287,CUST_0031,Rent,Office Rent,1551.66,2024-01-12
TXN_001288,CUST_0031,EMI,Personal Loan EMI,1129.12,2024-12-24
TXN_001289,CUST_0031,Grocery,Supermarket,842.88,2024-02-22
TXN_001290,CUST_0031,Grocery,Supermarket,4684.6,2024-08-30
TXN_001291,CUST_0031,Rent,Apartment Rent,2191.04,2024-02-12
TXN_001292,CUST_0031,Grocery,Organic Store,3094.33,2024-02-13
TXN_001293,CUST_0031,Dining,Cafe,1154.49,2024-05-25
TXN_001294,CUST_0031,Entertainment,Gaming,640.79,2024-09-26
TXN_001295,CUST_0031,EMI,Home Loan EMI,1392.1,2024-06-15
TXN_001296,CUST_0031,Entertainment,Movie Theater,4875.16,2024-10-03
TXN_001297,CUST_0031,Shopping,Online Marketplace,2229.78,2024-12-23
TXN_001298,CUST_0031,Rent,Apartment Rent,2369.63,2024-11-21
TXN_001299,CUST_0031,Dining,Food Delivery,3202.53,2024-09-30
TXN_001300,CUST_0031,Shopping,Baby Store,2413.44,2024-04-26
TXN_001301,CUST_0031,Grocery,Organic Store,1546.26,2024-07-30
TXN_001302,CUST_0031,Shopping,Fashion,1524.83,2024-01-01
TXN_001303,CUST_0031,Rent,Apartment Rent,2407.59,2024-01-05
TXN_001304,CUST_0031,Entertainment,Movie Theater,1505.06,2024-08-08
TXN_001305,CUST_0031,Shopping,Online Marketplace,1163.76,2024-01-04
TXN_001306,CUST_0031,Rent,Office Rent,3646.49,2024-08-11
TXN_001307,CUST_0031,Dining,Restaurant,824.71,2024-11-26
TXN_001308,CUST_0031,Dining,Cafe,1110.76,2024-02-10
TXN_001309,CUST_0031,Dining,Food Delivery,1205.41,2024-11-09
TXN_001310,CUST_0031,Shopping,Baby Store,3245.8,2024-09-29
TXN_001311,CUST_0031,Shopping,Home Decor,948.12,2024-02-05
TXN_001312,CUST_0031,EMI,Home Loan EMI,2092.23,2024-11-12
TXN_001313,CUST_0031,Entertainment,Movie Theater,3505.36,2024-09-08
TXN_001314,CUST_0031,Investment,Fixed Deposit,971.5,2024-09-30
TXN_001315,CUST_0031,Travel,Hotels,2400.49,2024-03-05
TXN_001316,CUST_0031,Entertainment,Gaming,50.94,2024-02-16
TXN_001317,CUST_0031,EMI,Home Loan EMI,1354.78,2024-06-08
TXN_001318,CUST_0031,Entertainment,Movie Theater,2323.79,2024-01-17
TXN_001319,CUST_0031,Utility Bill,Electricity,4219.3,2024-03-15
TXN_001320,CUST_0031,Travel,Travel Agency,756.8,2024-08-28
TXN_001321,CUST_0032,Salary Credit,Employer Direct Deposit,13098.47,2024-01-04
TXN_001322,CUST_0032,Salary Credit,Employer Direct Deposit,13098.47,2024-01-31
TXN_001323,CUST_0032,Salary Credit,Employer Direct Deposit,13098.47,2024-03-01
TXN_001324,CUST_0032,Salary Credit,Employer Direct Deposit,13098.47,2024-04-05
TXN_001325,CUST_0032,Salary Credit,Employer Direct Deposit,13098.47,2024-05-01
TXN_001326,CUST_0032,Salary Credit,Employer Direct Deposit,13098.47,2024-06-02
TXN_001327,CUST_0032,Salary Credit,Employer Direct Deposit,18748.73,2024-07-02
TXN_001328,CUST_0032,Salary Credit,Employer Direct Deposit,16689.4,2024-07-29
TXN_001329,CUST_0032,Salary Credit,Employer Direct Deposit,16500.85,2024-09-02
TXN_001330,CUST_0032,Salary Credit,Employer Direct Deposit,18747.82,2024-10-01
TXN_001331,CUST_0032,Salary Credit,Employer Direct Deposit,18335.27,2024-10-28
TXN_001332,CUST_0032,Salary Credit,Employer Direct Deposit,17576.15,2024-12-01
TXN_001333,CUST_0032,Shopping,Baby Store,801.47,2024-01-22
TXN_001334,CUST_0032,Rent,Apartment Rent,2915.56,2024-04-11
TXN_001335,CUST_0032,Utility Bill,Electricity,4319.65,2024-04-21
TXN_001336,CUST_0032,Grocery,Supermarket,3168.22,2024-06-15
TXN_001337,CUST_0032,Travel,Hotels,4760.64,2024-07-21
TXN_001338,CUST_0032,Investment,Mutual Fund SIP,6020.23,2024-12-19
TXN_001339,CUST_0032,Entertainment,Gaming,2985.1,2024-07-09
TXN_001340,CUST_0032,Grocery,Supermarket,796.92,2024-02-16
TXN_001341,CUST_0032,Utility Bill,Electricity,308.28,2024-11-26
TXN_001342,CUST_0032,EMI,Personal Loan EMI,768.48,2024-09-06
TXN_001343,CUST_0032,Investment,Fixed Deposit,7991.34,2024-06-26
TXN_001344,CUST_0032,Entertainment,Gaming,972.9,2024-12-18
TXN_001345,CUST_0032,Dining,Cafe,3624.75,2024-05-08
TXN_001346,CUST_0032,Travel,Car Rental,4560.39,2024-10-04
TXN_001347,CUST_0032,Entertainment,Streaming Service,2837.84,2024-10-05
TXN_001348,CUST_0032,Utility Bill,Internet,3664.69,2024-05-20
TXN_001349,CUST_0032,Rent,Apartment Rent,1465.08,2024-05-31
TXN_001350,CUST_0032,Shopping,Online Marketplace,1841.89,2024-01-01
TXN_001351,CUST_0032,Rent,Office Rent,3648.8,2024-11-13
TXN_001352,CUST_0032,Utility Bill,Water,1610.26,2024-02-02
TXN_001353,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-01-02
TXN_001354,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-02-04
TXN_001355,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-03-06
TXN_001356,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-04-03
TXN_001357,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-05-04
TXN_001358,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-05-31
TXN_001359,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-07-03
TXN_001360,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-07-31
TXN_001361,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-08-30
TXN_001362,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-09-30
TXN_001363,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-11-01
TXN_001364,CUST_0033,Salary Credit,Employer Direct Deposit,12828.6,2024-11-28
TXN_001365,CUST_0033,Grocery,Supermarket,2620.77,2024-02-04
TXN_001366,CUST_0033,Travel,Hotels,443.94,2024-02-24
TXN_001367,CUST_0033,Entertainment,Streaming Service,502.78,2024-10-19
TXN_001368,CUST_0033,Dining,Food Delivery,2454.65,2024-11-15
TXN_001369,CUST_0033,Shopping,Electronics,1838.11,2024-11-06
TXN_001370,CUST_0033,Grocery,Supermarket,4651.75,2024-04-16
TXN_001371,CUST_0033,Entertainment,Streaming Service,2345.62,2024-11-23
TXN_001372,CUST_0033,Travel,Travel Agency,7518.3,2024-07-31
TXN_001373,CUST_0033,Utility Bill,Electricity,4119.98,2024-05-16
TXN_001374,CUST_0033,Rent,Apartment Rent,3503.37,2024-02-09
TXN_001375,CUST_0033,Investment,Mutual Fund SIP,2694.67,2024-07-16
TXN_001376,CUST_0033,Investment,Stock Brokerage,2863.25,2024-11-16
TXN_001377,CUST_0033,EMI,Personal Loan EMI,1537.96,2024-02-24
TXN_001378,CUST_0033,Utility Bill,Phone,3515.73,2024-08-06
TXN_001379,CUST_0033,Grocery,Supermarket,3964.38,2024-10-08
TXN_001380,CUST_0033,Dining,Food Delivery,1694.19,2024-03-21
TXN_001381,CUST_0033,Rent,Office Rent,3707.45,2024-10-08
TXN_001382,CUST_0033,Utility Bill,Internet,2067.59,2024-11-20
TXN_001383,CUST_0033,Dining,Food Delivery,1624.02,2024-05-03
TXN_001384,CUST_0033,Rent,Apartment Rent,2650.72,2024-05-10
TXN_001385,CUST_0033,Utility Bill,Phone,2243.02,2024-07-22
TXN_001386,CUST_0033,Travel,Airlines,4846.95,2024-09-22
TXN_001387,CUST_0033,EMI,Car Loan EMI,2960.99,2024-04-19
TXN_001388,CUST_0033,Utility Bill,Electricity,3859.9,2024-12-19
TXN_001389,CUST_0033,Shopping,Online Marketplace,2561.24,2024-10-19
TXN_001390,CUST_0033,EMI,Home Loan EMI,1389.14,2024-03-11
TXN_001391,CUST_0033,Shopping,Baby Store,4449.23,2024-05-07
TXN_001392,CUST_0033,Investment,Fixed Deposit,1373.1,2024-07-23
TXN_001393,CUST_0033,Investment,Mutual Fund SIP,8032.59,2024-03-29
TXN_001394,CUST_0033,Entertainment,Gaming,3517.21,2024-02-18
TXN_001395,CUST_0033,Shopping,Electronics,3656.64,2024-10-22
TXN_001396,CUST_0033,Dining,Restaurant,3902.81,2024-06-20
TXN_001397,CUST_0033,Utility Bill,Phone,2088.44,2024-03-02
TXN_001398,CUST_0033,Investment,Mutual Fund SIP,6505.84,2024-01-28
TXN_001399,CUST_0033,Shopping,Online Marketplace,215.5,2024-10-03
TXN_001400,CUST_0033,EMI,Car Loan EMI,1051.99,2024-01-26
TXN_001401,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-01-04
TXN_001402,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-02-04
TXN_001403,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-03-05
TXN_001404,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-04-04
TXN_001405,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-04-30
TXN_001406,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-05-31
TXN_001407,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-07-02
TXN_001408,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-07-31
TXN_001409,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-08-31
TXN_001410,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-09-28
TXN_001411,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-10-28
TXN_001412,CUST_0034,Salary Credit,Employer Direct Deposit,7714.59,2024-11-28
TXN_001413,CUST_0034,Grocery,Organic Store,2861.49,2024-01-26
TXN_001414,CUST_0034,Rent,Office Rent,2195.58,2024-08-10
TXN_001415,CUST_0034,EMI,Home Loan EMI,995.27,2024-07-21
TXN_001416,CUST_0034,Investment,Stock Brokerage,3029.44,2024-08-08
TXN_001417,CUST_0034,Utility Bill,Electricity,571.52,2024-07-30
TXN_001418,CUST_0034,Dining,Cafe,1748.06,2024-06-13
TXN_001419,CUST_0034,Utility Bill,Electricity,3850.71,2024-03-27
TXN_001420,CUST_0034,Utility Bill,Phone,3119.68,2024-08-13
TXN_001421,CUST_0034,Travel,Hotels,3115.8,2024-02-13
TXN_001422,CUST_0034,Grocery,Wholesale Club,282.14,2024-11-13
TXN_001423,CUST_0034,EMI,Car Loan EMI,2234.49,2024-02-26
TXN_001424,CUST_0034,Shopping,Home Decor,2361.24,2024-06-18
TXN_001425,CUST_0034,Investment,Stock Brokerage,5471.03,2024-05-12
TXN_001426,CUST_0034,Rent,Office Rent,3976.91,2024-12-21
TXN_001427,CUST_0034,Travel,Car Rental,5375.52,2024-01-23
TXN_001428,CUST_0034,Shopping,Fashion,309.95,2024-04-12
TXN_001429,CUST_0034,Shopping,Electronics,2330.15,2024-01-05
TXN_001430,CUST_0034,Grocery,Organic Store,3305.26,2024-12-05
TXN_001431,CUST_0034,Utility Bill,Electricity,105.2,2024-11-28
TXN_001432,CUST_0034,Dining,Restaurant,4899.17,2024-09-17
TXN_001433,CUST_0034,Grocery,Organic Store,2428.46,2024-11-01
TXN_001434,CUST_0034,Rent,Apartment Rent,2501.95,2024-08-22
TXN_001435,CUST_0034,Rent,Apartment Rent,3766.81,2024-06-05
TXN_001436,CUST_0034,Utility Bill,Phone,1973.07,2024-03-21
TXN_001437,CUST_0034,Travel,Travel Agency,2971.95,2024-06-03
TXN_001438,CUST_0034,Investment,Fixed Deposit,6445.03,2024-07-17
TXN_001439,CUST_0034,Travel,International Travel,1959.55,2024-06-23
TXN_001440,CUST_0034,Dining,Food Delivery,694.93,2024-07-14
TXN_001441,CUST_0034,Rent,Apartment Rent,2718.7,2024-08-06
TXN_001442,CUST_0034,Shopping,Online Marketplace,1653.13,2024-10-04
TXN_001443,CUST_0034,EMI,Home Loan EMI,1952.58,2024-12-16
TXN_001444,CUST_0034,Investment,Stock Brokerage,7198.8,2024-09-25
TXN_001445,CUST_0034,EMI,Car Loan EMI,2939.44,2024-03-15
TXN_001446,CUST_0034,EMI,Car Loan EMI,1832.4,2024-03-01
TXN_001447,CUST_0034,EMI,Car Loan EMI,863.81,2024-01-16
TXN_001448,CUST_0034,Utility Bill,Phone,4806.37,2024-06-04
TXN_001449,CUST_0035,Salary Credit,Employer Direct Deposit,12860.38,2024-01-06
TXN_001450,CUST_0035,Salary Credit,Employer Direct Deposit,12860.38,2024-02-05
TXN_001451,CUST_0035,Salary Credit,Employer Direct Deposit,12860.38,2024-03-03
TXN_001452,CUST_0035,Salary Credit,Employer Direct Deposit,12860.38,2024-04-01
TXN_001453,CUST_0035,Salary Credit,Employer Direct Deposit,12860.38,2024-05-01
